Mod:Item:MetaData, Localized Name
hbm:item.rbmk_pellet_mes:2, Топливная пеллета (Среднеобогащённый шрабидий)
hbm:item.rbmk_pellet_mes:3, Топливная пеллета (Среднеобогащённый шрабидий)
hbm:item.rbmk_pellet_mes:4, Топливная пеллета (Среднеобогащённый шрабидий)
hbm:item.rbmk_pellet_mes:5, Топливная пеллета (Среднеобогащённый шрабидий)
hbm:item.rbmk_pellet_mes:6, Топливная пеллета (Среднеобогащённый шрабидий)
hbm:item.rbmk_pellet_mes:7, Топливная пеллета (Среднеобогащённый шрабидий)
hbm:item.rbmk_pellet_mes:8, Топливная пеллета (Среднеобогащённый шрабидий)
hbm:item.rbmk_pellet_mes:9, Топливная пеллета (Среднеобогащённый шрабидий)
hbm:item.rbmk_pellet_hes:0, Топливная пеллета (Высокообогащённый шрабидий)
hbm:item.rbmk_pellet_hes:1, Топливная пеллета (Высокообогащённый шрабидий)
hbm:item.rbmk_pellet_hes:2, Топливная пеллета (Высокообогащённый шрабидий)
hbm:item.rbmk_pellet_hes:3, Топливная пеллета (Высокообогащённый шрабидий)
hbm:item.rbmk_pellet_hes:4, Топливная пеллета (Высокообогащённый шрабидий)
hbm:item.rbmk_pellet_hes:5, Топливная пеллета (Высокообогащённый шрабидий)
hbm:item.rbmk_pellet_hes:6, Топливная пеллета (Высокообогащённый шрабидий)
hbm:item.rbmk_pellet_hes:7, Топливная пеллета (Высокообогащённый шрабидий)
hbm:item.rbmk_pellet_hes:8, Топливная пеллета (Высокообогащённый шрабидий)
hbm:item.rbmk_pellet_hes:9, Топливная пеллета (Высокообогащённый шрабидий)
hbm:item.rbmk_pellet_leaus:0, Топливная пеллета (Низкообогащённый австралий)
hbm:item.rbmk_pellet_leaus:1, Топливная пеллета (Низкообогащённый австралий)
hbm:item.rbmk_pellet_leaus:2, Топливная пеллета (Низкообогащённый австралий)
hbm:item.rbmk_pellet_leaus:3, Топливная пеллета (Низкообогащённый австралий)
hbm:item.rbmk_pellet_leaus:4, Топливная пеллета (Низкообогащённый австралий)
hbm:item.rbmk_pellet_leaus:5, Топливная пеллета (Низкообогащённый австралий)
hbm:item.rbmk_pellet_leaus:6, Топливная пеллета (Низкообогащённый австралий)
hbm:item.rbmk_pellet_leaus:7, Топливная пеллета (Низкообогащённый австралий)
hbm:item.rbmk_pellet_leaus:8, Топливная пеллета (Низкообогащённый австралий)
hbm:item.rbmk_pellet_leaus:9, Топливная пеллета (Низкообогащённый австралий)
hbm:item.rbmk_pellet_heaus:0, Топливная пеллета (Высокообогащённый австралий)
hbm:item.rbmk_pellet_heaus:1, Топливная пеллета (Высокообогащённый австралий)
hbm:item.rbmk_pellet_heaus:2, Топливная пеллета (Высокообогащённый австралий)
hbm:item.rbmk_pellet_heaus:3, Топливная пеллета (Высокообогащённый австралий)
hbm:item.rbmk_pellet_heaus:4, Топливная пеллета (Высокообогащённый австралий)
hbm:item.rbmk_pellet_heaus:5, Топливная пеллета (Высокообогащённый австралий)
hbm:item.rbmk_pellet_heaus:6, Топливная пеллета (Высокообогащённый австралий)
hbm:item.rbmk_pellet_heaus:7, Топливная пеллета (Высокообогащённый австралий)
hbm:item.rbmk_pellet_heaus:8, Топливная пеллета (Высокообогащённый австралий)
hbm:item.rbmk_pellet_heaus:9, Топливная пеллета (Высокообогащённый австралий)
hbm:item.rbmk_pellet_po210be:0, Пеллета источника нейтронов (Полоний-210-Бериллий)
hbm:item.rbmk_pellet_po210be:1, Пеллета источника нейтронов (Полоний-210-Бериллий)
hbm:item.rbmk_pellet_po210be:2, Пеллета источника нейтронов (Полоний-210-Бериллий)
hbm:item.rbmk_pellet_po210be:3, Пеллета источника нейтронов (Полоний-210-Бериллий)
hbm:item.rbmk_pellet_po210be:4, Пеллета источника нейтронов (Полоний-210-Бериллий)
hbm:item.rbmk_pellet_ra226be:0, Пеллета источника нейтронов (Радий-226-Бериллий)
hbm:item.rbmk_pellet_ra226be:1, Пеллета источника нейтронов (Радий-226-Бериллий)
hbm:item.rbmk_pellet_ra226be:2, Пеллета источника нейтронов (Радий-226-Бериллий)
hbm:item.rbmk_pellet_ra226be:3, Пеллета источника нейтронов (Радий-226-Бериллий)
hbm:item.rbmk_pellet_ra226be:4, Пеллета источника нейтронов (Радий-226-Бериллий)
hbm:item.rbmk_pellet_pu238be:0, Пеллета источника нейтронов (Плутоний-238-Бериллий)
hbm:item.rbmk_pellet_pu238be:1, Пеллета источника нейтронов (Плутоний-238-Бериллий)
hbm:item.rbmk_pellet_pu238be:2, Пеллета источника нейтронов (Плутоний-238-Бериллий)
hbm:item.rbmk_pellet_pu238be:3, Пеллета источника нейтронов (Плутоний-238-Бериллий)
hbm:item.rbmk_pellet_pu238be:4, Пеллета источника нейтронов (Плутоний-238-Бериллий)
hbm:item.rbmk_pellet_pu238be:5, Пеллета источника нейтронов (Плутоний-238-Бериллий)
hbm:item.rbmk_pellet_pu238be:6, Пеллета источника нейтронов (Плутоний-238-Бериллий)
hbm:item.rbmk_pellet_pu238be:7, Пеллета источника нейтронов (Плутоний-238-Бериллий)
hbm:item.rbmk_pellet_pu238be:8, Пеллета источника нейтронов (Плутоний-238-Бериллий)
hbm:item.rbmk_pellet_pu238be:9, Пеллета источника нейтронов (Плутоний-238-Бериллий)
hbm:item.rbmk_pellet_balefire_gold:0, Топливная пеллета (Флэшголд)
hbm:item.rbmk_pellet_balefire_gold:1, Топливная пеллета (Флэшголд)
hbm:item.rbmk_pellet_balefire_gold:2, Топливная пеллета (Флэшголд)
hbm:item.rbmk_pellet_balefire_gold:3, Топливная пеллета (Флэшголд)
hbm:item.rbmk_pellet_balefire_gold:4, Топливная пеллета (Флэшголд)
hbm:item.rbmk_pellet_flashlead:0, Топливная пеллета (Флэшлид)
hbm:item.rbmk_pellet_flashlead:1, Топливная пеллета (Флэшлид)
hbm:item.rbmk_pellet_flashlead:2, Топливная пеллета (Флэшлид)
hbm:item.rbmk_pellet_flashlead:3, Топливная пеллета (Флэшлид)
hbm:item.rbmk_pellet_flashlead:4, Топливная пеллета (Флэшлид)
hbm:item.rbmk_pellet_balefire:0, Топливная пеллета (Жар-пламя)
hbm:item.rbmk_pellet_balefire:1, Топливная пеллета (Жар-пламя)
hbm:item.rbmk_pellet_balefire:2, Топливная пеллета (Жар-пламя)
hbm:item.rbmk_pellet_balefire:3, Топливная пеллета (Жар-пламя)
hbm:item.rbmk_pellet_balefire:4, Топливная пеллета (Жар-пламя)
hbm:item.rbmk_pellet_zfb_bismuth:0, Топливная пеллета (Висмут ЦБР)
